item_id,item,label
'575737350430420992',pam anderson rick salomon made 40 mil last year .. playing poker with one guy !! httpAddress,Not related or irrelevant
'575737419057618944',httpAddress vanuatu takes direct hit from cyclone pam possibly worst in .. #retweet #news httpAddress,Other Useful Information
'575737437428707328',rt usrId here is the promo video for tomorrows offering for vanuatu ! please share with your friends and families today ! httpAddress,Other Useful Information
'575737616244543488',i m tryin so hard not to laugh while pam got this hot comb to my hair 2 2,Not related or irrelevant
'575737639497682944',the bbc could have checked wikipedia for the truth about cyclone pam the storm which devastated vanuatu is httpAddress httpAddress,Other Useful Information
'575737656388251649',pam anderson files restraining order against rick solomon .. allegations of serial baby killer httpAddress,Not related or irrelevant
'575737709605613569',still httpAddress watching cyclone pam on httpAddress very near east cape north island httpAddress httpAddress,Other Useful Information
'575737716765159424',thousands wait for relief in vanuatu as death toll inches up thousands of people left homeless by a fierce httpAddress httpAddress,Affected individuals
'575737826702135297',rt usrId about D in D children in #vanuatu in need of humanitarian assistance httpAddress #cyclonepam httpAddress,Donations and volunteering
'575737841344495618',christian worship rises amid vanuatu destruction httpAddress,Infrastructure and utilities
'575737842325929984',rt usrId after cyclone israeli mission provides relief in vanuatu httpAddress,Donations and volunteering
'575737866698911745',usrId cricket communities rally behind vanuatu icc cricket australia and new zealand cricket pitch in to held the people of httpAddress,Donations and volunteering
'575737885971742720',rt usrId pam piero amzing select photo usrId httpAddress,Not related or irrelevant
'575737966582108161',#entertainment #buzz custom pam anderson neck plate httpAddress httpAddress #buy #discount,Not related or irrelevant
'575738025180725248',aid worker in cyclone hit vanuatu holding on for dear life early reports from vanuatu said at least six httpAddress httpAddress,Donations and volunteering
'575738183197069312',rt usrId baldwin lonsdale vanuatus president on #cyclonepam climate change contributes to these extreme weather events http,Other Useful Information
'575738277786951681',come out and let s show pam some love and wish her a happy birthday ! outside oyster roast at noon httpAddress httpAddress,Not related or irrelevant
'575738314856120320',rt usrId mea will provide immediate financial assistance to people of httpAddress we stand shoulder to shoulder with vanuatu in this,Donations and volunteering
'575738326159867905',rt usrId there s reports ravaged vanuatu experienced an eight metre storm surge as a result of httpAddress,Other Useful Information
'575738350671257600',uff !! it caught ; unbelievable destruction reported in tropical cyclone pam s wake cnn httpAddress httpAddress #gossip,Infrastructure and utilities
'575738368341897216',a week after vanuatu cyclone some homeless still await help httpAddress,Infrastructure and utilities
'575738467226927104',my very rude further adventures httpAddress amazon us httpAddress uk httpAddress more of pams httpAddress,Not related or irrelevant
'575738527251439617',rt usrId a cat can work out mathematically the exact spot to sit to cause the most httpAddress pam brown httpAddress,Not related or irrelevant
'575738572931751938',#news #tv #media cyclone pam vanuatu grapples with devastation after deadly storm httpAddress,Infrastructure and utilities
'575738640577486848',aquamarine spring color by pam httpAddress #artisanbot #udobiz #decor #jewelry #art #gifts,Not related or irrelevant
'575738655932702720',we are tipping hidden cyclone to blow his ryanair chase rivals this afternoon at httpAddress race preview httpAddress httpAddress,Not related or irrelevant
'575738734802432001',rt usrId not many have heard of httpAddress keep them in our prayers as massive cyclone rips the httpAddress may the almighty protect and g,Sympathy and support
'575738832030560256',rt usrId tropical cyclone pam now a category D as it approaches new zealand winds at cape reinga gusting up to 1D0 k s an hour e,Other Useful Information
'575738837051174913',#thetwittazine usrId #suemee thesuemee those runnin vanuatu should b #ashamed the bolt report supporters group httpAddress,Sympathy and support
'575738871205363712',while waiting for cyclone pam to pass lmao usrId 2 2 2 httpAddress,Other Useful Information
'575738910094962688',cyclone hit vanuatu appeals for help httpAddress,Donations and volunteering
'575738966130954240',rt usrId #gippsnews mt usrId is here ! benefit concert for vanuatu cyclone httpAddress httpAddress httpAddress,Donations and volunteering
'575738991795900416',food running critically short in vanuatu as entire islands described as httpAddress,Other Useful Information
'575739020245774336',#xfactornz i was worried about cyclone httpAddress but why ?,Not related or irrelevant
'575739022988828673',pm shares sorrow and pain of those affected by cyclone in vanuatu httpAddress via usrId,Sympathy and support
'575739029775233025',rt usrId #cyclonepam the red cross has also launched an appeal to help those in httpAddress details at httpAddress http,Donations and volunteering
'575739031738146818',rt usrId #cyclonepam was the strongest cyclone to hit #vanuatu in recorded httpAddress you can help httpAddress httpAddress,Donations and volunteering
'575739033394900992',rt usrId the devastation caused by cyclone pam in vanuatu is extremely httpAddress i share the sorrow amp ; pain of all those who hav,Sympathy and support
'575739034749685760',rt usrId usrId we ve also opened an urgent appeal for the children of #vanuatu httpAddress please share ! #tcpam #c,Donations and volunteering
'575739038595833856',cyclone college brings hope to india s vulnerable coastal community httpAddress,Donations and volunteering
'575739042353934336',rt usrId as rescuers start to reach vanuatu s outer islands they find people having to drink saltwater to stay alive httpAddress,Donations and volunteering
'575739096116523008',australian cyclone makes landfall losses strength sydney reuters a powerful tropical cyclone was losing httpAddress httpAddress,Other Useful Information
'575739114076569600',cyclone pam leaves trail of destruction in pacific s vanuatu httpAddress #international,Infrastructure and utilities
'575739156485144576',rt usrId #vanuatu gov has demonstrated commitment to ensuring #tcpam response is coordinated amp ; well planned says our rep #osnatlub,Donations and volunteering
'575739164894883841',as httpAddress backs fossil fuel divestment bill mckibben on vanuatu oxford vote california water crisis httpAddress,Not related or irrelevant
'575739170754166784',pam courson wife of jim morrison 1960s 70s via httpAddress httpAddress httpAddress,Not related or irrelevant
'575739189536382976',rt usrId usrId it s so shameful to disgrace sam s good name for a fake story ! none of this is true and hurtful to me as his gf . p,Not related or irrelevant
'575739205466238976',death toll rises in vanuatu cyclone to DD dead httpAddress,Affected individuals
'575739322349043713',rt usrId weaker #cyclonepam heading to httpAddress north of north island expecting 70mph winds 100mm rain amp ; big httpAddress db httpAddress,Other Useful Information
'575739460580548608',president cyclone devastation forcing vanuatu to start anew wellington new zealand ap vanuatu s httpAddress httpAddress,Other Useful Information
'575739473075531777',rt usrId zo will be on usrId abc radio at about 7 20am live from httpAddress live stream here if you re not in canberra httpAddress,Other Useful Information
'575739524644372481',rt usrId pacific island nation of vanuatu already suffering from climate change devastated by cyclone pam httpAddress,Other Useful Information
'575739728873459713',#news at least D dead after cyclone pam rips through vanuatu video dozens feared dead httpAddress httpAddress via usrId,Affected individuals
'575739769180811266',10 11am DD march vanuatu is there under #tcpam httpAddress gud luck lo evriwan wea i stap lo #vanuatu naoia ! httpAddress,Other Useful Information
'575739780564172800',rt usrId mt usrId mapaction vanuatu #cyclonepam map digest for httpAddress httpAddress #tcpam #reliefvu #hmrd v,Other Useful Information
'575739811283275776',cyclone pam vanuatu needs food httpAddress,Donations and volunteering
'575739841511571457',rt usrId when pam calls iris sistaz lol #isibaya,Not related or irrelevant
'575739844850270208',unbelievable destruction reported after cyclone slams vanuatu httpAddress,Infrastructure and utilities
'575739867256086529',rt usrId we are sending a usrId medical team to set up a mobile clinic with outpatient care for victims of #cyclonep,Donations and volunteering
'575739911552241664',video australia and nz fly aid to vanuatu httpAddress,Donations and volunteering
'575739941076013057',in a country ripe for natural disasters this vanuatu man has survived them all usrId reports httpAddress via usrId,Affected individuals
'575739949590282240',rt usrId D people confirmed dead in pacific island nation of vanuatu from destruction by tropical cyclone pam unicef httpAddress httpAddress,Affected individuals
'575740280193740800',rt usrId we are monitoring conditions amp ; needs on the ground after massive cyclone pam devastates islands of #vanuatu httpAddress,Infrastructure and utilities
'575740280466464768',usrId pam 7 httpAddress by jayvelisse #phhoto,Not related or irrelevant
'575740333805453314',rt usrId photos from the island nation of vanuatu which was devastated by cyclone pam on march DD httpAddress httpAddress,Infrastructure and utilities
'575740345117372416',rt usrId up to 60 00 children at risk after #cyclonepam hits #vanuatu amp ; region please donate to help unicef s rapid response htt,Donations and volunteering
'575740430731509761',first time we ve been back to iririki httpAddress yachts impaled into the jetty no httpAddress we can t return just httpAddress httpAddress,Not related or irrelevant
'575740494900125696',rt usrId cyclone pam response httpAddress,Other Useful Information
'575740496414294016',rt usrId aid workers scramble to help cyclone pam victims in vanuatu httpAddress httpAddress,Donations and volunteering
'575740497391583232',rt usrId httpAddress vanuatu #vanuatu flights over vanuatu are expected to reveal cyclone devastation DD newfoundland c,Other Useful Information
'575740499987824640',rt usrId our usrId landed in #vanuatu at midday on first aid flight amp ; got first pics out #tcpam httpAddress,Donations and volunteering
'575740500252098560',rt usrId because she moves her body like a cyclone,Not related or irrelevant
'575740501397143552',video cyclone pam my hotel is shaking httpAddress,Infrastructure and utilities
'575740504760975360',vanuatu blames global warming as cyclone causes nations worst climate disaster in recent memory democracy now ! httpAddress,Other Useful Information
'575740507524984833',devastated vanuatu starts to get aid the first planeloads of international aid arrive on the pacific httpAddress httpAddress,Donations and volunteering
'575740508011548672',one report cyclone pam leaves most of #vanuatu population httpAddress abc httpAddress #auspol australia sends httpAddress,Other Useful Information
'575740508049309696',cyclone pam roared squealed hissed as it hit httpAddress,Other Useful Information
'575740510901420032',rsmc jma tropical cyclone advisory for analysis and forecast 2015 03 16t09 00 00z httpAddress,Other Useful Information
'575740513795473408',rt usrId people of #vanuatu are going to need a lot of help to rebuild their homes and their lives #cyclonepam httpAddress,Donations and volunteering
'575740513799704576',just in bishop announces 5 million aid package for cyclone hit vanuatu httpAddress #news,Donations and volunteering
'575740514114252800',rt usrId lmaoo dxski httpAddress call your boyfriends noww ! know your httpAddress pam pam pam another DD years don come,Not related or irrelevant
'575740514894413824',race to aid vanuatu cyclone victims httpAddress,Donations and volunteering
'575740515196391425',cyclone pam like a bomb the fury of tropical cyclone pam one of the most powerful storms to make httpAddress httpAddress,Other Useful Information
'575740516022669313',#indonesia #bahrain cyclone pam leaves death and destruction on its path in the pacific httpAddress #brazil #argentina,Affected individuals
'575740520758038529',rt usrId pray for the people of vanuatu as #cyclonepam at category 5 which is the strongest moves towards vanuatu with winds,Sympathy and support
'575740521349435393',rt usrId cat D #cyclonepam is one of the strongest ever storms recorded in s hemisphere image vanuatu meteorological services httpAddress,Other Useful Information
'575740521890476032',usrId DD fijian soldiers amp ; medical personnel arrived today in port vila to assist #vanuatu httpAddress #tcpam #hmrd,Donations and volunteering
'575740523299778560',stories of despair and destruction from cyclone pam survivors cyclone pam has caused widespread devastation .. httpAddress,Infrastructure and utilities
'575740525501771776',rt usrId nice avo salad tonight looked like a cyclone ! p httpAddress,Other Useful Information
'575740525602455552',rt usrId hanging with #vanuatu locals in httpAddress and now they need our httpAddress #cyclonepam usrId httpAddress httpAddress,Donations and volunteering
'575740528546832384',rt usrId aid to head to #vanuatu s remote islands to survey #cyclonepam damage httpAddress pic usrId httpAddress,Donations and volunteering
'575740528920125440',#tropicalstorm #guam DD chst DD mar DD nws guam forecast track tropical storm bavi httpAddress httpAddress #bavi #bettyph #03w,Other Useful Information
'575740529125646336',nouveau favori her crazy life the dave cash collection de pam tillis httpAddress usrId,Not related or irrelevant
'575740529889050625',rt usrId #vanuatu has been smashed by cyclone pam and climate change is probably to blame httpAddress httpAddress,Infrastructure and utilities
'575740535148711936',rt usrId pam you failed art httpAddress httpAddress httpAddress,Not related or irrelevant
'575740536159494145',bbcworld aerial photos show devastation caused by cyclone pam to vanuatu capital port vila httpAddress httpAddress,Infrastructure and utilities
'575740536218259456',mt usrId #vanuatu unelco trying to fix power in amp ; around port vila many power lines need to be cleaned up or replaced #tcpam #hmrd via,Infrastructure and utilities
'575740536763609090',rt usrId today is going to be very busy as ndmo amp ; ngo partners start distributing the first lot of food aid the logistics are mind b,Not related or irrelevant
'575740536864120832',tropical cyclone pam julie bishop visits vanuatu to assess damage after storm abc online httpAddress,Other Useful Information
'575740537401016320',rt usrId aid worker in cyclone hit vanuatu holding on for dear life httpAddress usrId #dubai #uae,Other Useful Information
'575740538059513859',vanuatu president baldwin lonsdale says climate change contributed to disaster vanuatu s president baldwin .. httpAddress,Other Useful Information
'575740547605884928',tropical cyclone olwyn to hit western australia on friday march 13 DD httpAddress,Other Useful Information
'575740549564489728',#cyclone pam dozens feared dead in vanuatu sydney morning herald httpAddress,Affected individuals
'575740561417748480',rt usrId httpAddress eight confirmed dead after cyclone pam ravages vanuatu #vanuatu DD httpAddress,Affected individuals
'575740579931275264',rt usrId after monster storm hits vanuatu leader pleads for aid httpAddress,Donations and volunteering
'575740589578178560',president of cyclone hit vanuatu urges global action on disasters httpAddress,Other Useful Information
'575740590685454336',why pam was so bad for vanuatu 3 surprisingly few people are familiar with httpAddress hard to get media httpAddress a httpAddress mill httpAddress httpAddress,Donations and volunteering
'575740592220717056',rt usrId tropical cyclone olwyn has been downgraded to a category one storm but residents in western australia s pilbara and gascoy,Other Useful Information
'575740606330220544',rt usrId httpAddress #vanuatu vanuatu vanuatu cyclone first aid reaches islands ravaged by pam httpAddress,Donations and volunteering
'575740616883093504',aid effort kicks in after monster cyclone ravages vanuatu httpAddress,Donations and volunteering
'575740616899891200',massive cyclone pummels vanuatu the south pacific country of vanuatu has taken a direct hit from a powerful httpAddress httpAddress,Other Useful Information
'575740619076714496',ttw today s news australia steps up aid to vanuatu as widespread devastation becomes clear httpAddress,Donations and volunteering
'575740621375193088',rt usrId category D cyclone pam is battering vanuatu with 1DD mph winds httpAddress httpAddress,Other Useful Information
'575740622520238080',rt usrId in 2nd place at the f1 in schools uk national finals httpAddress cyclone racing ! #f1inschoolsuk #f1inschoolswf httpAddress,Other Useful Information
'575740623946260480',rt usrId about DD schools in #vanuatu were damaged during #cyclonepam but today a handful of schools are httpAddress,Infrastructure and utilities
'575740624034381824',rt usrId nearly half of tuvalu now displaced by pam httpAddress,Affected individuals
'575740624386682880',rt usrId #cyclonepam is expected to steadily weaken and track south to southeast and stay northeast of new zealand over the coming,Other Useful Information
'575740624650948608',so proud to be a cyclone ! b,Not related or irrelevant
'575740625770835968',they should give pamela wallin a talk httpAddress just call it httpAddress i d httpAddress,Not related or irrelevant
'575740626077003776',mean tweets president obama httpAddress gt ; gt ; httpAddress timeline #vanuatu # #indvszim #zimbabwe # #xfa httpAddress,Not related or irrelevant
'575740626550947841',aid agencies to begin helicopter flights to cyclone stricken vanuatu international aid agencies are httpAddress httpAddress,Donations and volunteering
'575740627108823040',rt usrId #cyclonepam in #vanuatu rebuilding process begins to keep children and families affected safe httpAddress httpAddress,Other Useful Information
'575740627779891200',thank you cyclone nathan ; beauty without httpAddress we need a waterfall tour httpAddress httpAddress,Other Useful Information
'575740627855368192',rt usrId vanuatu disaster fund dear chefs amp ; members as you would be aware vanuatu was struck by cyclone pam last httpAddress httpAddress,Donations and volunteering
'575740628056735745',alertnet relief teams report devastation death after #vanuatu cyclone httpAddress #cyclonepam usrId,Affected individuals
'575740629034012672',new cyclone pam aid agencies head to vanuatu as death toll rises rolling report httpAddress #follow go to world latest g,Affected individuals
'575740629424062466',ndtv news world aid agencies to begin helicopter flights to cyclone stricken vanuatu ndtv news httpAddress httpAddress,Donations and volunteering
'575740630271315968',dozens feared dead cyclone pam causes mass destruction in vanuatu httpAddress,Affected individuals
'575740630866862080',after devastating #vanuatu #tcpam closes on httpAddress our thoughts to those across the tasman via usrId httpAddress,Sympathy and support
'575740634796924930',gt ; gt ; httpAddress track it live ferocious cyclone pam bears down on vanuatu httpAddress gt ; gt ; httpAddress,Other Useful Information
'575740634897588224',rt usrId unicef is on the ground in #vanuatu httpAddress shelter clean drinking water amp ; more to help after httpAddress please donate http,Donations and volunteering
'575740635736510464',rt usrId want to help those affected by cyclone pam ? check out our appeals page for a list of aid agencies #tcpam httpAddress,Donations and volunteering
'575740639473614848',how to help the cyclone devestated country of vanuatu vis usrId httpAddress,Donations and volunteering
'575740639733637120',rt usrId pam golding agent rt usrId ld ! this guy was so infamous at rhodes was a pnp manager a bouncer law student httpAddress,Not related or irrelevant
'575740639779794946',rt usrId there s some work to be done in #vanuatu usrId and usrId if you ve got a spare httpAddress #xfactornz httpAddress,Donations and volunteering
'575740641138749440',rt usrId tt usrId comms down on islands of #erromango and httpAddress army troops from new caledonia will be going to httpAddress #tcpa,Donations and volunteering
'575740643693170690',martin be comin at pam shit so hardd 2,Not related or irrelevant
'575740654489239553',un stands ready to assist as tropical cyclone pam threatens vanuatupacific region httpAddress nvt,Donations and volunteering
'575740655101566976',rt usrId today the japan disaster relief medical team left japan for vanuatu which suffered severe damage from cyclone httpAddress httpAddress,Donations and volunteering
'575740656867352576',massive cyclone ravages south pacific island nation time blogs share with friends world news httpAddress httpAddress,Other Useful Information
'575740659941814273',rt usrId 65m we re going to spend on sending DD troops to iraq would be better spent sending our troops to the pacific #cyclonepam,Donations and volunteering
'575740672335970304',rt usrId thoughts prayers with wonderful people of vanuatu after httpAddress love the annual trip there with vanuatu carbine club g,Sympathy and support
'575740673434873856',cyclone pam cleanup gets underway in vanuatu in pictures via digg httpAddress,Other Useful Information
'575740673808183297',rt usrId cleanup begins in vanuatu after cyclone batters islands cnn httpAddress,Other Useful Information
'575740674898681857',just seen a pic from vanuatu with a body bag on the back of a httpAddress so there are httpAddress let s hope they stay httpAddress,Affected individuals
'575740677910212608',aerial footage shows the extent of damage to vanuatu after it was hit by a cyclone on httpAddress httpAddress,Infrastructure and utilities
'575740681303429120',rt usrId caritas is working with the church in vanuatu after a deadly storm httpAddress we re looking to provide httpAddress httpAddress,Donations and volunteering
'575740683455102976',rt usrId entire towns demolished and fears dozens of people have been killed in wake of httpAddress details httpAddress #9news httpAddress,Affected individuals
'575740691025817600',vanuatu cyclone leaves many homeless httpAddress,Infrastructure and utilities
'575740691097120768',cyclone pam like a bomb httpAddress,Other Useful Information
'575740694649683968',rt usrId australian assistance to httpAddress #auspol #cyclonepam cutting our carbon emissions might help to prevent a httpAddress htt,Donations and volunteering
'575740696948174848',#israel #jpost israaid to send more officials supplies to alleviate devastated vanuatu islands httpAddress,Donations and volunteering
'575740697820598273',rt usrId #australia to provide initial package of life saving support to #vanuatu following tropical cyclone pam httpAddress,Donations and volunteering
'575740706657935360',rt usrId the #survivor family is thinking of the people of httpAddress httpAddress,Sympathy and support
'575740706750226432',rt usrId pray for #vanuatu #cyclonepam #tcpam httpAddress,Sympathy and support
'575740708549619713',memories become weaker without reinforcement study finds by pam belluck via nyt httpAddress httpAddress,Not related or irrelevant
'575740822580146177',jonatusjr at least D killed and dozens more feared dead as cyclone pam hits vanuatu via httpAddress,Affected individuals
'575740836153061376',premier league live stream link httpAddress #marian wales welsh ireland vanuatu ryan terry pratchett,Not related or irrelevant
'575740888573313024',oh and then tomorrow a cat D cyclone comes our httpAddress httpAddress,Other Useful Information
'575740923004354560',cyclone pam vanatu islanders face starvation within days following destruction of all their httpAddress httpAddress #itsparto,Infrastructure and utilities
'575740934773608448',relief teams reach vanuatus cyclone hit outer islands httpAddress,Donations and volunteering
'575740944927956992',rt usrId the people of #vanuatu need your help please give generously to our #cyclonepam appeal httpAddress httpAddress,Donations and volunteering
'575740983037591553',vanuatu president speaks of devastation from cyclone pam vanuatu president heading home from japan disaster .. httpAddress,Other Useful Information
'575740994374606849',cyclone pam turns pastor s trip to vanuatu into rebuilding mission httpAddress,Other Useful Information
'575741041631956992',category D storm barrels toward islands tropical cyclone pam one of the strongest storms seen in the south httpAddress httpAddress,Other Useful Information
'575741048644890624',rt usrId selling fave guitar for zo s aid flight to httpAddress 90 usa fender strat httpAddress 2k firm #withvanuatu #cyclonepam httpAddress,Not related or irrelevant
'575741183403638785',httpAddress vanuatu s president makes a leap in tying cyclone pam to climate httpAddress #top stories usrId,Other Useful Information
'575741295991238657',usrId thanks for your support now to the cyclone taylor cup provincials next weekend in mission,Donations and volunteering
'575741326827765760',monster cyclone strikes a heavy toll in vanuatu more than 100 00 people are likely homeless schools have .. httpAddress,Affected individuals
'575741376022757376',rt usrId the red cross is appealing for help for those in #vanuatu hit by #cyclonepam httpAddress #charitysunday httpAddress,Donations and volunteering
'575741392187695104',japan to send emergency relief supplies to cyclone hit vanuatu httpAddress,Donations and volunteering
'575741426706874369',rt usrId vanuatu school appeals for books reuters httpAddress #books httpAddress,Other Useful Information
'575741440757727232',is this the nastiest x factor judge response httpAddress gt ; gt ; httpAddress timeline #vanuatu #sri lanka #p httpAddress,Not related or irrelevant
'575741480926494720',rt usrId government says at least DD canadians in vanuatu during #cyclonepam httpAddress httpAddress,Affected individuals
'575741510806806528',rt usrId 1st report private fly over tanna amp ; erramngo trees uprooted no corrugated iron structures standing no roofs on concrete,Infrastructure and utilities
'575741635180560385',. amp ; if pam fxck around amp ; have her on my birthday may 11th ima really spoil her 1 0 3,Not related or irrelevant
'575741882564804608',predicted track of ex tropical cyclone httpAddress it crosses the qld httpAddress httpAddress,Other Useful Information
'575741883089096704',rt usrId today i joined w health minister to announce further support for vanuatu following cyclone pam httpAddress ht,Donations and volunteering
'575742029747130368',usrId usrId usrId make #vanuatu devastation caused by #cyclonepam headline news please,Other Useful Information
'575742105567391744',donate to red cross to help httpAddress httpAddress,Donations and volunteering
'575742122709549056',rt usrId cyclone pam DD confirmed dead as vanuatu president blames climate change the guardian httpAddress #clima,Affected individuals
'575742258722512896',dronemaniac rt abc emergency abcemergency drone footage taken by the abc s brant cumming shows #tcpam httpAddress,Other Useful Information
'575742319904886784',rt usrId #cyclonepam leaves death and destruction on its path in the #pacific #us #ap #afp #cnn #world httpAddress http,Affected individuals
'575742383683317760',rt usrId foreign minister usrId announces help for vanuatu after cyclone damage deploying medical experts and funding,Donations and volunteering
'575742387604955137',live map of the cyclone httpAddress httpAddress,Other Useful Information
'575742401442000897',rt usrId abc news reporting DD deaths httpAddress httpAddress #cyclonepam #tcpam usrId,Affected individuals
'575742437664010243',cyclone nathan smashes queensland httpAddress #australia,Other Useful Information
'575742469125488640',rt usrId food alert all bottles of maxinutrition cyclone milk 300ml recalled due to choking httpAddress do not drink it . httpAddress,Other Useful Information
'575742509931884544',rt usrId charity office bake off for #cyclonepam #vanuatu some great food and lots of money raised ! #pbitteam usrId http,Donations and volunteering
'575742522544156672',bola hung around for D days and we had a metre of rain up the coast this thing will be all over in DD hours #cyclonepam,Other Useful Information
'575742760080314368',rt usrId hope cyclone fans in louisville thursday for men s game will travel to lexington friday to watch cyclone women play dayton i,Not related or irrelevant
'575742872458170368',available as meal exchange at cyclone salad httpAddress,Not related or irrelevant
'575742872743337986',enable local women s groups step up gender based violence prevention efforts post cyclone pam httpAddress,Sympathy and support
'575742877201997825',rt usrId raf plane carrying aid for victims of cyclone pam arrives in vanuatu httpAddress httpAddress,Donations and volunteering
'575743098766098432',oxfaminvanuatu some estimates suggest up to 96 of crops destroyed by #cyclonepam in httpAddress usrId,Infrastructure and utilities
'575743426794242048',kicking bitches out the condo like pam f,Not related or irrelevant
'575743445697892352',usrId idk pam you tell me a,Not related or irrelevant
'575743513289084928',cyclone pam ploughs through pacific httpAddress,Other Useful Information
'575743537452449792',category D cyclone heads for vanuatu voice of america httpAddress,Other Useful Information
'575743613423906816',cyclone pam leaves a trail of devastation and death httpAddress,Affected individuals
'575743649176231936',rt usrId usrId usrId we did have pam ayres on recently we re the gift that keeps on giving httpAddress,Not related or irrelevant
'575743734563934208',vanuatu won t be the last poor country devastated by climate change inaction httpAddress,Other Useful Information
'575743992769306625',steve mcqueen s DD cyclone motorcycle sells for 775 00 httpAddress httpAddress #love #life,Not related or irrelevant
'575744078668636160',latest bbc news on #vanuatu first aid reaches islands ravaged by the httpAddress httpAddress,Donations and volunteering
'575744091402715136',new caledonia 10th anniversary of tjibaou cultural centre sheetlet of 10v httpAddress httpAddress,Not related or irrelevant
'575744180418310144',pam russell amp ; susan hamilton talk about our nation in #crisis httpAddress #offbeatbusiness,Not related or irrelevant
'575744182482046976',rt usrId the death toll rises on the island of httpAddress sadly cyclone pam is likely to cause more harm in days to httpAddress httpAddress,Affected individuals
'575744203646365696',court orders pam transport to pay DD former drivers 447k after violating the americans with disabilities httpAddress httpAddress,Not related or irrelevant
'575744254510788608',rt usrId australian tourists relieved to return home from #vanuatu praise response of locals after #cyclonepam httpAddress,Other Useful Information
'575744475277864960',rt usrId unosat live map #vanuatu tropical httpAddress satellite image analysis showing effects of #pam httpAddress httpAddress,Infrastructure and utilities
'575744485264510976',a series of screenshots i captured of cyclone pam forming and heading south from vanuatu to nz httpAddress httpAddress httpAddress,Other Useful Information
'575744709517185024',nrl combines with unicef on vanuatu appeal,Donations and volunteering
'575744795638824960',scottish world bank worker peter wallace helps ravaged islands clean up after cyclone pam httpAddress via usrId,Donations and volunteering
'575744838810796032',rt usrId jim and pam are actual life goals httpAddress,Other Useful Information
'575744860084305920',rt usrId oxfam now preparing to respond to #cyclonepam after it unexpectedly veered west placing number of vanuatus islands dir,Other Useful Information
'575744981517795328',rt usrId the latest four cyclone httpAddress #pam #nathan #olwyn #bavi httpAddress,Other Useful Information
'575745008814325760',aid heads for vanuatu after devastating pacific cyclone sydney reuters the first shipments of aid .. httpAddress #jdt01,Donations and volunteering
'575745012698316801',rt usrId vanuatu faces food shortages after cyclone pam devastates crops httpAddress photo edgar sureuters httpAddress,Donations and volunteering
'575745025285353472',aus med assistance team ausmat usrId leading #tcpam #portvila hospital help usrId reports #raonair httpAddress,Donations and volunteering
'575745125604855808',rt usrId jim and pam are so cute lol,Not related or irrelevant
'575745153459187712',rt usrId watch our usrId c17 deliver aid to #vanuatu thanks to help from usrId usrId and usrId httpAddress,Donations and volunteering
'575745187927879680',rt usrId latest update from usrId isso nihmei now on our live blog httpAddress httpAddress,Other Useful Information
'575745195599335425',cyclone pam one of the worst in pacific history causes widespread destruction in vanuatu httpAddress #latestnews,Other Useful Information
'575745196262055936',rt usrId pam pa goodvibes darren captivates singapore httpAddress,Not related or irrelevant
'575745231452266496',rt usrId canada expresses condolences following deadly cyclone in #vanuatu #cyclonepam httpAddress httpAddress,Sympathy and support
